stop_id,stop_code,stop_name,stop_lat,stop_lon,city_id,date
2856,JAWO01,Jawornicka,52.3873493781,16.8584958926,2,2023-01-10 11:39:13.185385+00:00
3010,KIWIA02,Kiekrz/Wiatraczna,52.4782284648,16.7650805164,2,2023-01-10 11:39:13.185385+00:00
1415,OBII01,Os. Orła Białego II,52.3760766600,16.9603524000,2,2023-01-10 11:39:13.185385+00:00
1310,KAPLA01,Kamionki/Platanowa,52.2891725400,16.9787976000,2,2023-01-10 11:39:13.185385+00:00
1884,NAPAR02,Napachanie/Park,52.4867720000,16.7292280000,2,2023-01-10 11:39:13.185385+00:00
1109,OPRZ01,Os. Przyjaźni,52.4306482000,16.9315862800,2,2023-01-10 11:39:13.185385+00:00
1114,SLKA02,Słowiańska,52.4265125500,16.9199547800,2,2023-01-10 11:39:13.185385+00:00
2640,BHDZI02,Błażejewko/Działkowa,52.2043970800,17.1034709100,2,2023-01-10 11:39:13.185385+00:00
2583,MGOKR01,M. Goślina/Okrężna,52.5833105100,17.0165526600,2,2023-01-10 11:39:13.185385+00:00
2520,XRIZA02,Kruszewnia/Os. Izabelin,52.3851600000,17.0972610000,2,2023-01-10 11:39:13.185385+00:00
2478,SDPIA02,Swarzędz/Piaski,52.4076060000,17.0759670000,2,2023-01-10 11:39:13.185385+00:00
3629,LUWSC02,Luboń/Wschodnia ,52.3434226895,16.8826392663,2,2023-01-10 11:39:13.185385+00:00
1224,ZIEM02,Ziemowita,52.4030322400,17.0199875800,2,2023-01-10 11:39:13.185385+00:00
2165,WRPOD01,Wiórek/Podleśna,52.3072488100,16.9095126200,2,2023-01-10 11:39:13.185385+00:00
1468,OJAG02,Os. Jagiellońskie,52.3940101100,16.9564066300,2,2023-01-10 11:39:13.185385+00:00
4163,MACZ01,Maczka,52.4237505141,16.9134678163,2,2023-01-10 11:39:13.185385+00:00
70,RONJ41,Rondo Nowaka-Jeziorańskiego,52.4023512573,16.8882176253,2,2023-01-10 11:39:13.185385+00:00
3703,BOKRE01,Bolechowo/Kręta,52.5434071204,16.9941769305,2,2023-01-10 11:39:13.185385+00:00
3951,KDPOP01,Kórnik/Poprzeczna,52.2510633549,17.0843899155,2,2023-01-10 11:39:13.185385+00:00
3744,KXMAG01,Koninko/Magazynowa,52.3155122200,17.0309845800,2,2023-01-10 11:39:13.185385+00:00
1017,KOTO01,Kotowo,52.3581464200,16.8543241700,2,2023-01-10 11:39:13.185385+00:00
2337,MAJED02,Markowice/I,52.3009852400,17.2180668600,2,2023-01-10 11:39:13.185385+00:00
2423,BOPAL02,Bolechowo/Pałac,52.5442235600,16.9906102700,2,2023-01-10 11:39:13.185385+00:00
2273,KCROL01,Kicin/Rolna,52.4698016800,17.0257464600,2,2023-01-10 11:39:13.185385+00:00
1582,PALA01,Palacza,52.3883175400,16.8811340200,2,2023-01-10 11:39:13.185385+00:00
3698,WOPO06,Wojska Polskiego,52.4288646237,16.8969245877,2,2023-01-10 11:39:13.185385+00:00
1478,LI01,Os. Lecha I,52.3878126200,16.9678225400,2,2023-01-10 11:39:13.185385+00:00
2272,KCROL02,Kicin/Rolna,52.4696196800,17.0257032400,2,2023-01-10 11:39:13.185385+00:00
1720,POGL41,Poznań Główny,52.4030270500,16.9150742200,2,2023-01-10 11:39:13.185385+00:00
1381,SWAC02,Św. Antoniego Cmentarz,52.3632276100,16.9371122600,2,2023-01-10 11:39:13.185385+00:00
2852,SWRZ02,Świerzawska,52.4052429252,16.8624509196,2,2023-01-10 11:39:13.185385+00:00
1853,RKROS01,Rokietnica/ROS,52.5128621600,16.7424343000,2,2023-01-10 11:39:13.185385+00:00
472,OWW01,Os. Wichrowe Wzgórze,52.4416835800,16.9410835100,2,2023-01-10 11:39:13.185385+00:00
4164,MRCI71,Aleje Marcinkowskiego,52.4064212100,16.9284599000,2,2023-01-10 11:39:13.185385+00:00
3427,PPDWO30,Pobiedziska/Dworzec,52.4794874815,17.2769318451,2,2023-01-10 11:39:13.185385+00:00
3243,KNMŁY01,Konarzewo/Młyńska,52.3394263681,16.7205274325,2,2023-01-10 11:39:13.185385+00:00
614,PILO01,Pilotów,52.4277183200,16.8544813100,2,2023-01-10 11:39:13.185385+00:00
2516,RABUK01,Rabowice/Bukowa,52.3906840000,17.1190960000,2,2023-01-10 11:39:13.185385+00:00
2098,TPOKR01,Tarnowo Pdg/Okrężna,52.4693106700,16.6515268200,2,2023-01-10 11:39:13.185385+00:00
938,LUZSK01,Luboń/Zespół Szkół,52.3487445431,16.8969688604,2,2023-01-10 11:39:13.185385+00:00
649,OBA01,Os. Bajkowe,52.4105728500,16.8345881400,2,2023-01-10 11:39:13.185385+00:00
1363,STAS02,Staszowska,52.3451021900,16.9266982900,2,2023-01-10 11:39:13.185385+00:00
3750,DHWIA02,Dachowa/Wiatrakowa,52.3022397800,17.0878213600,2,2023-01-10 11:39:13.185385+00:00
2056,RUSZK02,Rumianek/Szkolna,52.4621237800,16.6240799700,2,2023-01-10 11:39:13.185385+00:00
1377,GARA02,Garaszewo,52.3520455744,16.9567517497,2,2023-01-10 11:39:13.185385+00:00
625,SZPI02,Szpitalna,52.4121991900,16.8769750800,2,2023-01-10 11:39:13.185385+00:00
3708,TRWYD01,Trzek/Wydzierżewice,52.3473915902,17.1711053580,2,2023-01-10 11:39:13.185385+00:00
755,POLN01,Polna Szpital,52.4090092300,16.8935784100,2,2023-01-10 11:39:13.185385+00:00
4155,RKPKM02,Rokietnica/Węzeł Przesiadkowy,52.5107780000,16.7548410000,2,2023-01-10 11:39:13.185385+00:00
3656,BFGLO01,Biskupice/Główna,52.4626316564,17.1689064810,2,2023-01-10 11:39:13.185385+00:00
1717,ULAN02,Ułańska,52.3992367700,16.8944296200,2,2023-01-10 11:39:13.185385+00:00
3617,WIPKM01,Wiry/PKM,52.3160907461,16.8677931576,2,2023-01-10 11:39:13.185385+00:00
2208,MWKOL02,Miękowo/Kolejowa,52.4978361500,16.9766955800,2,2023-01-10 11:39:13.185385+00:00
425,RUMA02,Rumiankowa,52.4758266200,16.9462312300,2,2023-01-10 11:39:13.185385+00:00
1998,ZKINS02,Zakrzewo/Instytut,52.4062473300,16.7013485100,2,2023-01-10 11:39:13.185385+00:00
1830,KCSZK01,Kicin/Szkoła,52.4629347900,17.0185013200,2,2023-01-10 11:39:13.185385+00:00
1674,LUNIE02,Luboń/Niepodległości,52.3489519922,16.8908887443,2,2023-01-10 11:39:13.185385+00:00
1873,MRGNI01,Mrowino/Gniewka,52.5150124100,16.7196945800,2,2023-01-10 11:39:13.185385+00:00
1218,MILO01,Miłostowo,52.4102493000,17.0043568700,2,2023-01-10 11:39:13.185385+00:00
2349,XOSZK01,Kobylnica/Szkoła,52.4480180000,17.0818760000,2,2023-01-10 11:39:13.185385+00:00
165,PLBE71,Pl. Bernardyński,52.4043220400,16.9370106900,2,2023-01-10 11:39:13.185385+00:00
436,IMBI01,Imbirowa,52.4999651700,16.9400833200,2,2023-01-10 11:39:13.185385+00:00
948,WILAS04,Wiry/Laskowska,52.3150707727,16.8630559797,2,2023-01-10 11:39:13.185385+00:00
1633,KONOW04,Komorniki/Nowa,52.3380680800,16.8165677600,2,2023-01-10 11:39:13.185385+00:00
712,NAWA01,Nagietkowa,52.3888545000,16.8133637500,2,2023-01-10 11:39:13.185385+00:00
